,Unnamed: 0,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
7951,7952,Madden NFL 2003,GC,2002,Sports,Electronic Arts,330000,90000,0,10000
7952,7953,College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive,170000,130000,0,40000
7958,7959,Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,20000,20000,0,10000
7967,7968,World Series Baseball 2K3,PS2,2003,Sports,Sega,120000,100000,0,30000
7973,7974,NHL 2K7,XB,2006,Sports,Take-Two Interactive,10000,0,0,0
7975,7976,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1920000,450000,640000,70000
7985,7986,Little League World Series Baseball: Double Play,Wii,2010,Sports,Activision,80000,0,0,10000
7991,7992,Baseball Advance,GBA,2002,Sports,Sega,100000,40000,0,0
7994,7995,Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0,0,130000,0
7995,7996,Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0,0,40000,0
8013,8014,MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,230000,0,40000,20000
8016,8017,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,140000,100000,0,30000
8026,8027,MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,50000,0,10000
8029,8030,NBA Live 09,PS2,2008,Sports,Electronic Arts,320000,10000,10000,50000
8042,8043,NFL Street 2,PS2,2004,Sports,Electronic Arts,790000,620000,0,210000
8054,8055,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,80000,20000,0,0
8063,8064,G1 Jockey 3,PS2,2002,Sports,THQ,20000,10000,70000,0
8072,8073,Summer Athletics,PC,2008,Sports,DTP Entertainment,0,10000,0,0
8085,8086,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,20000,0,0,0
8086,8087,Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,0,980000,0,90000
8094,8095,NCAA Football 11,PS3,2010,Sports,Electronic Arts,790000,0,0,60000
8111,8112,Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,20000,0,0,0
8115,8116,Backyard Soccer,PS,2001,Sports,Infogrames,70000,50000,0,10000
8122,8123,Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,0,0,120000,0
8142,8143,FIFA Soccer 2002,PS2,2001,Sports,Electronic Arts,310000,240000,0,80000
8143,8144,Backyard NBA Basketball,PS2,2003,Sports,Atari,290000,220000,0,70000
8144,8145,ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,10000,0,0,0
8149,8150,NFL Blitz 20-03,GC,2002,Sports,Midway Games,110000,30000,0,0
8150,8151,Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,80000,70000,0,20000
8152,8153,Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,120000,270000,60000,50000
8157,8158,Virtua Tennis 4,PC,2011,Sports,Sega,0,30000,0,10000
8160,8161,2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,140000,280000,0,40000
8176,8177,World Stadium 4,PS,2000,Sports,Namco Bandai Games,0,0,150000,10000
8198,8199,Championship Manager 03/04,PC,2003,Sports,Eidos Interactive,0,1150000,0,110000
8213,8214,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,50000,0,640000,2930000
8215,8216,Famista '91,NES,1990,Sports,Namco Bandai Games,0,0,300000,0
8237,8238,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,20000,0,0,0
8238,8239,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,130000,50000,0,0
8251,8252,Let's Play Ballerina,DS,2010,Sports,Deep Silver,130000,0,0,10000
8264,8265,FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,50000,20000,0,0
8271,8272,NBA Live 06,GC,2005,Sports,Electronic Arts,250000,70000,0,10000
8274,8275,Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,150000,100000,0,20000
8276,8277,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,60000,40000,0,10000
8287,8288,All-Star Baseball 2003,XB,2002,Sports,Acclaim Entertainment,190000,60000,0,10000
8290,8291,FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,110000,290000,0,360000
8293,8294,UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0,80000,20000,10000
8294,8295,Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,160000,150000,0,70000
8302,8303,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,100000,30000,0,0
8308,8309,CyberTiger,N64,2000,Sports,Electronic Arts,50000,10000,0,0
8309,8310,WRC 5: FIA World Rally Championship,XOne,2015,Sports,Bigben Interactive,0,10000,0,0
8311,8312,Madden NFL 09,DS,2008,Sports,Electronic Arts,300000,0,0,30000
8326,8327,NHL 15,PS3,2014,Sports,Electronic Arts,210000,110000,0,60000
8328,8329,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,780000,2550000,40000,840000
8348,8349,NBA ShootOut 2000,PS,1999,Sports,989 Studios,220000,150000,0,30000
8358,8359,F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,0,0,280000,0
8359,8360,Madden NFL 2000,PS,1998,Sports,Electronic Arts,1680000,40000,0,40000
8363,8364,MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,350000,0,0,40000
8364,8365,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,70000,50000,0,20000
8366,8367,NBA Live 15,PS4,2014,Sports,Electronic Arts,150000,40000,0,40000
8384,8385,SSX Tricky,GBA,2002,Sports,Electronic Arts,140000,50000,0,0
8391,8392,Virtua Tennis 4,X360,2011,Sports,Sega,110000,100000,10000,20000
8399,8400,Cabela's North American Adventures,Wii,2010,Sports,Activision,190000,0,0,10000
8417,8418,Madden NFL 07,PS3,2006,Sports,Electronic Arts,470000,0,10000,40000
8418,8419,Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1180000,340000,0,100000
8432,8433,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1090000,150000,250000,40000
8439,8440,101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,20000,0,0,0
8440,8441,Triple Play 98,PS,1997,Sports,Electronic Arts,610000,420000,0,70000
8444,8445,Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0,20000,0,0
8458,8459,NCAA March Madness 08,X360,2007,Sports,Electronic Arts,200000,0,0,20000
8471,8472,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,460000,2280000,50000,610000
8482,8483,Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2580000,3900000,660000,910000
8491,8492,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,240000,0,0,20000
8497,8498,Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,60000,0
8501,8502,NFL Blitz 2001,N64,2000,Sports,Midway Games,340000,70000,0,0
8504,8505,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,280000,200000,0,50000
8526,8527,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,50000,20000,0,0
8538,8539,Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,80000,0,0,10000
8545,8546,NHL 2004,GC,2003,Sports,Electronic Arts,80000,20000,0,0
8548,8549,ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,0,0,710000,50000
8549,8550,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000,Sports,Konami Digital Entertainment,0,0,390000,30000
8552,8553,Madden NFL 09,PSP,2008,Sports,Electronic Arts,650000,0,0,60000
8558,8559,Tony Hawk's Underground 2,GC,2004,Sports,Activision,380000,100000,0,10000
8562,8563,Madden NFL 2005,DS,2004,Sports,Electronic Arts,240000,0,0,20000
8564,8565,FIFA Soccer 06,XB,2005,Sports,Electronic Arts,290000,380000,0,10000
8570,8571,All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,110000,40000,0,0
8571,8572,WTA Tour Tennis,XB,2002,Sports,Konami Digital Entertainment,10000,0,0,0
8573,8574,NCAA College Football 2K3,GC,2002,Sports,Sega,50000,10000,0,0
8576,8577,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,30000,20000,0,10000
8578,8579,Summer Heat Beach Volleyball,PS2,2003,Sports,Acclaim Entertainment,140000,110000,0,40000
8579,8580,Derby Stallion 96,SNES,1996,Sports,ASCII Entertainment,0,0,1040000,10000
8607,8608,Madden NFL 07,DS,2006,Sports,Electronic Arts,200000,0,0,20000
8608,8609,RealSports Football,2600,1981,Sports,Atari,240000,10000,0,0
8615,8616,NCAA Football 11,X360,2010,Sports,Electronic Arts,860000,0,0,60000
8616,8617,NBA Live 07,PSP,2006,Sports,Electronic Arts,470000,0,0,40000
8621,8622,BMX XXX,XB,2002,Sports,Acclaim Entertainment,80000,20000,0,0
8625,8626,Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,0,0,180000,0
8650,8651,NCAA Football 09,PS3,2008,Sports,Electronic Arts,540000,0,0,40000
8652,8653,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,450000,350000,0,120000
8654,8655,Skate 3,PS3,2010,Sports,Electronic Arts,790000,940000,0,350000
8675,8676,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,60000,900000,530000,270000
8677,8678,Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,180000,220000,0,50000
8681,8682,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,770000,600000,0,200000
8690,8691,FIFA Soccer 09,X360,2008,Sports,Electronic Arts,490000,1260000,10000,180000
8691,8692,NCAA Football 08,PS2,2007,Sports,Electronic Arts,650000,30000,0,110000
8699,8700,NBA Live 07,X360,2006,Sports,Electronic Arts,420000,0,0,40000
8704,8705,Backyard NFL Football '10,X360,2009,Sports,Atari,100000,0,0,10000
8717,8718,Madden NFL 13,PS3,2012,Sports,Electronic Arts,0,10000,0,0
8733,8734,Outlaw Golf 2,XB,2004,Sports,Global Star,150000,40000,0,10000
8737,8738,FIFA 15,X360,2014,Sports,Electronic Arts,780000,2020000,0,300000
8740,8741,Power Pro Kun Pocket 14,DS,2011,Sports,Konami Digital Entertainment,0,0,120000,0
8747,8748,ESPN NHL 2K5,PS2,2004,Sports,Global Star,430000,330000,0,110000
8749,8750,J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,Konami Digital Entertainment,0,0,80000,0
8752,8753,Tony Hawk: Shred,PS3,2010,Sports,Activision,180000,70000,0,40000
8755,8756,NCAA Football 10,PS3,2009,Sports,Electronic Arts,750000,0,0,60000
8776,8777,Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,800000,630000,0,210000
8777,8778,Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0,20000,0,10000
8789,8790,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,510000,400000,0,130000
8793,8794,Don King Boxing,DS,2009,Sports,Take-Two Interactive,60000,10000,0,10000
8798,8799,Cool Boarders 4,PS,1998,Sports,989 Studios,650000,440000,0,80000
8799,8800,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Sports,Konami Digital Entertainment,0,0,20000,0
8807,8808,FIFA 12,Wii,2011,Sports,Electronic Arts,160000,520000,0,110000
8811,8812,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,100000,0,0,10000
8814,8815,World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,70000,50000,0,20000
8817,8818,Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,10000,160000,90000,30000
8832,8833,Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,140000,0,0,10000
8845,8846,Home Run King,GC,2002,Sports,Sega,90000,20000,0,0
8846,8847,Backyard NFL Football,Wii,2007,Sports,Atari,20000,0,0,0
8847,8848,NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,590000,20000,0,0
8861,8862,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0,0,60000,0
8868,8869,Street Hoops,XB,2002,Sports,Activision,210000,60000,0,10000
8869,8870,NFL Blitz 2000,N64,1999,Sports,Midway Games,550000,20000,0,0
8871,8872,Outlaw Tennis,PS2,2005,Sports,Global Star,40000,30000,0,10000
8874,8875,Tony Hawk: RIDE,PS3,2009,Sports,Activision,380000,150000,0,80000
8885,8886,SSX,PS3,2012,Sports,Electronic Arts,350000,420000,20000,140000
8886,8887,Tony Hawk: Shred,X360,2010,Sports,Activision,170000,70000,0,20000
8893,8894,FIFA Street 3,PS3,2008,Sports,Electronic Arts,80000,180000,0,60000
8894,8895,Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive,80000,20000,0,0
8896,8897,Super Swing Golf Season 2,Wii,2007,Sports,Rising Star Games,80000,0,30000,10000
8899,8900,Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,0,0,270000,0
8902,8903,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0,0,230000,20000
8907,8908,Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,30000,20000,0,0
8919,8920,MLB 09: The Show,PSP,2009,Sports,Sony Computer Entertainment,240000,0,0,20000
8929,8930,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,690000,110000,0,20000
8933,8934,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,390000,220000,130000,60000
8936,8937,Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games,0,20000,0,10000
8940,8941,FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,40000,0,10000
8956,8957,ESPN College Hoops 2K5,XB,2004,Sports,Sega,290000,80000,0,10000
8964,8965,World Cup 98,N64,1998,Sports,Electronic Arts,140000,400000,0,40000
8969,8970,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,Acclaim Entertainment,670000,530000,0,180000
8981,8982,My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,Black Bean Games,140000,40000,0,20000
8984,8985,Deer Drive,DS,2010,Sports,Mastiff,410000,0,0,20000
8988,8989,Sports Collection,DS,2010,Sports,Ubisoft,60000,10000,0,10000
8995,8996,River King: Wonderful Journey,PS2,2005,Sports,505 Games,10000,10000,0,0
9004,9005,NBA Jam,PS2,2003,Sports,Acclaim Entertainment,200000,160000,0,50000
9008,9009,Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,30000,20000,0,0
9014,9015,UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,THQ,80000,90000,0,40000
9018,9019,Pool Party,Wii,2007,Sports,SouthPeak Games,40000,0,0,0
9030,9031,MVP Baseball 2005,XB,2005,Sports,Electronic Arts,700000,200000,0,30000
9040,9041,World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,80000,60000,0,20000
9043,9044,NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,120000,80000,0,10000
9044,9045,MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0,110000,0
9049,9050,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,770000,30000,0,130000
9051,9052,NCAA Football 14,X360,2013,Sports,Electronic Arts,1010000,0,0,60000
9065,9066,Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,220000,150000,0,30000
9112,9113,NBA 2K12,PC,2011,Sports,Take-Two Interactive,90000,50000,0,20000
9113,9114,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,0,0,110000,0
9119,9120,Don King Boxing,Wii,2009,Sports,Take-Two Interactive,140000,100000,0,30000
9127,9128,Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,570000,450000,0,150000
9143,9144,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,640000,180000,0,30000
9159,9160,WSC REAL 09: World Snooker Championship,X360,2009,Sports,Deep Silver,0,10000,0,0
9160,9161,Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0,0,70000,0
9161,9162,FIFA 16,PC,2015,Sports,Electronic Arts,40000,130000,0,10000
9166,9167,Backyard Hockey,GBA,2003,Sports,Atari,140000,50000,0,0
9171,9172,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega,0,0,10000,0
9186,9187,Big League Sports,X360,2011,Sports,Activision,180000,20000,0,10000
9196,9197,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,750000,30000,0,10000
9198,9199,Family Fun Football,Wii,2009,Sports,Tecmo Koei,100000,0,0,10000
9199,9200,Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,50000,10000,0,0
9202,9203,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,490000,20000,0,40000
9208,9209,Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,Konami Digital Entertainment,0,0,450000,0
9215,9216,K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,40000,30000,100000,10000
9216,9217,WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,20000,90000,0,20000
9222,9223,Zumba Fitness,PS3,2010,Sports,505 Games,280000,210000,0,90000
9236,9237,SSX,PS2,2000,Sports,Electronic Arts,780000,610000,60000,200000
9245,9246,PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,0,90000,0,30000
9257,9258,ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,20000,0,0,0
9260,9261,Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,110000,0,0,10000
9267,9268,Cabela's Big Game Hunter,GBA,2002,Sports,Activision Value,70000,20000,0,0
9271,9272,FIFA 2000,PS,1998,Sports,Electronic Arts,220000,1470000,40000,140000
9272,9273,Family Party: Fitness Fun,Wii,2010,Sports,D3Publisher,140000,0,0,10000
9279,9280,Let's Ride: Sunshine Stables,GBA,2005,Sports,DTP Entertainment,120000,40000,0,0
9280,9281,NHL 11,X360,2010,Sports,Electronic Arts,610000,70000,0,50000
9281,9282,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,10000,0,0,0
9282,9283,Milo's Astro Lanes,N64,1998,Sports,Interplay,80000,20000,0,0
9306,9307,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,30000,30000,0,10000
9320,9321,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,230000,40000,0,0
9321,9322,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,440000,350000,0,120000
9324,9325,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,90000,10000,0,10000
9331,9332,Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,80000,200000,0,30000
9345,9346,Major League Baseball 2K7,PS2,2007,Sports,Spike,290000,230000,0,80000
9349,9350,NFL Tour,X360,2008,Sports,Electronic Arts,90000,0,0,10000
9350,9351,Derby Stallion P,PSP,2006,Sports,Enterbrain,0,0,100000,0
9363,9364,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,40000,10000,0,0
9384,9385,MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,660000,0,0,50000
9388,9389,Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,110000,50000,0,30000
9392,9393,Nintendo World Cup,NES,1990,Sports,Nintendo,280000,500000,650000,50000
9398,9399,Madden NFL 15,X360,2014,Sports,Electronic Arts,1760000,90000,0,170000
9408,9409,Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,280000,10000,0,20000
9413,9414,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,10000,0
9414,9415,NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,110000,90000,0,30000
9421,9422,World Stadium 5,PS,2001,Sports,Namco Bandai Games,0,0,90000,10000
9423,9424,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,190000,10000,0,20000
9426,9427,Shaun White Skateboarding,X360,2010,Sports,Ubisoft,100000,50000,0,10000
9427,9428,NBA Hoopz,PS2,2001,Sports,Midway Games,90000,70000,0,20000
9430,9431,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,990000,320000,1380000,200000
9434,9435,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0,0,40000,0
9442,9443,Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,40000,0,0
9444,9445,ESPN NHL Hockey,XB,2003,Sports,Sega,80000,20000,0,0
9459,9460,Buck Fever,Wii,2009,Sports,Destineer,130000,0,0,10000
9461,9462,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,40000,0,10000
9470,9471,Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,0,0,140000,0
9482,9483,ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,30000,10000,0,0
9489,9490,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,30000,20000,0,10000
9497,9498,Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing,170000,140000,0,50000
9504,9505,Madden NFL 13,PSV,2012,Sports,Electronic Arts,300000,0,0,30000
9511,9512,FIFA Soccer 11,DS,2010,Sports,Electronic Arts,130000,500000,0,90000
9515,9516,Outlaw Volleyball,XB,2003,Sports,TDK Mediactive,190000,60000,0,10000
9518,9519,Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,240000,90000,190000,10000
9546,9547,NHL Hitz Pro,PS2,2003,Sports,Midway Games,90000,70000,0,20000
9550,9551,NBA Live 2002,XB,2001,Sports,Electronic Arts,350000,30000,0,20000
9571,9572,Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,560000,0,0,50000
9580,9581,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,Konami Digital Entertainment,0,0,100000,0
9585,9586,NHL 2005,XB,2004,Sports,Electronic Arts,120000,30000,0,10000
9587,9588,Turbo: Super Stunt Squad,DS,2013,Sports,D3Publisher,0,30000,0,0
9590,9591,NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,80000,60000,0,20000
9604,9605,NCAA Football 07,PSP,2006,Sports,Electronic Arts,340000,0,0,30000
9611,9612,NFL Street 3,PSP,2006,Sports,Electronic Arts,240000,0,0,20000
9616,9617,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,950000,140000,0,30000
9632,9633,EA Sports Active,Wii,2009,Sports,Electronic Arts,2100000,1360000,60000,400000
9633,9634,NBA 2K7,PS3,2006,Sports,Take-Two Interactive,300000,40000,0,40000
9643,9644,Winning Post 7 2012,PSP,2012,Sports,Ackkstudios,0,0,40000,0
9652,9653,Surf's Up,DS,2007,Sports,Ubisoft,260000,0,0,20000
